Archivo Usado: p43.atsp
Tamaño de la Poblacion: 100
Reemplazo por Generacion: 5
Tamaño de los Torneos: 5
Cantidad de ciudades: 43
Probabilidad de cruce: 90000
Probabilidad mutacion simple: 3000
Probabilidad mutacion compleja: 10000
Cruces minimos de la mutacion compleja: 4
Iteraciones ejecutadas: 10000
Largo del cruce PMX: 6
Operador de Cruce: 1
Metodo seleccion de Padres: 0
Operador de Mutacion: 0
Metodo seleccion de Supervivientes: 1
Cantidad de threads a usar: 8
33, 34, 30, 29, 6, 7, 12, 14, 13, 40, 42, 41, 39, 38, 37, 9, 31, 32, 17, 16, 18, 19, 20, 15, 26, 25, 24, 3, 1, 2, 27, 21, 23, 22, 35, 36, 10, 11, 8, 5, 4, 0, 28, 
33, 34, 30, 29, 6, 7, 12, 14, 13, 40, 42, 41, 39, 38, 37, 9, 31, 32, 17, 16, 18, 19, 20, 15, 26, 25, 24, 3, 1, 2, 27, 21, 23, 22, 35, 36, 10, 11, 8, 5, 4, 0, 28, 
33, 34, 30, 29, 6, 7, 12, 14, 13, 40, 42, 41, 39, 38, 37, 9, 31, 32, 17, 16, 18, 19, 20, 15, 26, 25, 24, 3, 1, 2, 27, 21, 23, 22, 35, 36, 10, 11, 8, 5, 4, 0, 28, 
33, 34, 30, 29, 6, 7, 12, 14, 13, 40, 42, 41, 39, 38, 37, 9, 31, 32, 17, 16, 18, 19, 20, 15, 26, 25, 24, 3, 1, 2, 27, 21, 23, 22, 35, 36, 10, 11, 8, 5, 4, 0, 28, 
33, 34, 30, 29, 6, 7, 12, 14, 13, 40, 42, 41, 39, 38, 37, 9, 31, 32, 17, 16, 18, 19, 20, 15, 26, 25, 24, 3, 1, 2, 27, 21, 23, 22, 35, 36, 10, 11, 8, 5, 4, 0, 28, 
33, 34, 30, 29, 6, 7, 12, 14, 13, 40, 42, 41, 39, 38, 37, 9, 31, 32, 17, 16, 18, 19, 20, 15, 26, 25, 24, 3, 1, 2, 27, 21, 23, 22, 35, 36, 10, 11, 8, 5, 4, 0, 28, 
33, 34, 30, 29, 6, 7, 12, 14, 13, 40, 42, 41, 39, 38, 37, 9, 31, 32, 17, 16, 18, 19, 20, 15, 26, 25, 24, 3, 1, 2, 27, 21, 23, 22, 35, 36, 10, 11, 8, 5, 4, 0, 28, 
33, 34, 30, 29, 6, 7, 12, 14, 13, 40, 42, 41, 39, 38, 37, 9, 31, 32, 17, 16, 18, 19, 20, 15, 26, 25, 24, 3, 1, 2, 27, 21, 23, 22, 35, 36, 10, 11, 8, 5, 4, 0, 28, 
33, 34, 30, 29, 6, 7, 12, 14, 13, 40, 42, 41, 39, 38, 37, 9, 31, 32, 17, 16, 18, 19, 20, 15, 26, 25, 24, 3, 1, 2, 27, 21, 23, 22, 35, 36, 10, 11, 8, 5, 4, 0, 28, 
33, 34, 30, 29, 6, 7, 12, 14, 13, 40, 42, 41, 39, 38, 37, 9, 31, 32, 17, 16, 18, 19, 20, 15, 26, 25, 24, 3, 1, 2, 27, 21, 23, 22, 35, 36, 10, 11, 8, 5, 4, 0, 28, 
