Archivo Usado: p43.atsp
Tamaño de la Poblacion: 100
Reemplazo por Generacion: 5
Tamaño de los Torneos: 5
Cantidad de ciudades: 43
Probabilidad de cruce: 90000
Probabilidad mutacion simple: 3000
Probabilidad mutacion compleja: 10000
Cruces minimos de la mutacion compleja: 4
Iteraciones ejecutadas: 10000
Largo del cruce PMX: 6
Operador de Cruce: 1
Metodo seleccion de Padres: 0
Operador de Mutacion: 0
Metodo seleccion de Supervivientes: 1
Cantidad de threads a usar: 8
35, 37, 38, 39, 0, 4, 15, 19, 18, 20, 17, 16, 6, 7, 12, 13, 14, 33, 34, 29, 28, 27, 5, 11, 10, 8, 9, 31, 32, 30, 41, 42, 40, 26, 25, 21, 22, 23, 24, 3, 1, 2, 36, 
35, 37, 38, 39, 0, 4, 15, 19, 18, 20, 17, 16, 6, 7, 12, 13, 14, 33, 34, 29, 28, 27, 5, 11, 10, 8, 9, 31, 32, 30, 41, 42, 40, 26, 25, 21, 22, 23, 24, 3, 1, 2, 36, 
35, 37, 38, 39, 0, 4, 15, 19, 18, 20, 17, 16, 6, 7, 12, 13, 14, 33, 34, 29, 28, 27, 5, 11, 10, 8, 9, 31, 32, 30, 41, 42, 40, 26, 25, 21, 22, 23, 24, 3, 1, 2, 36, 
35, 37, 38, 39, 0, 4, 15, 19, 18, 20, 17, 16, 6, 7, 12, 13, 14, 33, 34, 29, 28, 27, 5, 11, 10, 8, 9, 31, 32, 30, 41, 42, 40, 26, 25, 21, 22, 23, 24, 3, 1, 2, 36, 
35, 37, 38, 39, 0, 4, 15, 19, 18, 20, 17, 16, 6, 7, 12, 13, 14, 33, 34, 29, 28, 27, 5, 11, 10, 8, 9, 31, 32, 30, 41, 42, 40, 26, 25, 21, 22, 23, 24, 3, 1, 2, 36, 
35, 37, 38, 39, 0, 4, 15, 19, 18, 20, 17, 16, 6, 7, 12, 13, 14, 33, 34, 29, 28, 27, 5, 11, 10, 8, 9, 31, 32, 30, 41, 42, 40, 26, 25, 21, 22, 23, 24, 3, 1, 2, 36, 
35, 37, 38, 39, 0, 4, 15, 19, 18, 20, 17, 16, 6, 7, 12, 13, 14, 33, 34, 29, 28, 27, 5, 11, 10, 8, 9, 31, 32, 30, 41, 42, 40, 26, 25, 21, 22, 23, 24, 3, 1, 2, 36, 
35, 37, 38, 39, 0, 4, 15, 19, 18, 20, 17, 16, 6, 7, 12, 13, 14, 33, 34, 29, 28, 27, 5, 11, 10, 8, 9, 31, 32, 30, 41, 42, 40, 26, 25, 21, 22, 23, 24, 3, 1, 2, 36, 
35, 37, 38, 39, 0, 4, 15, 19, 18, 20, 17, 16, 6, 7, 12, 13, 14, 33, 34, 29, 28, 27, 5, 11, 10, 8, 9, 31, 32, 30, 41, 42, 40, 26, 25, 21, 22, 23, 24, 3, 1, 2, 36, 
35, 37, 38, 39, 0, 4, 15, 19, 18, 20, 17, 16, 6, 7, 12, 13, 14, 33, 34, 29, 28, 27, 5, 11, 10, 8, 9, 31, 32, 30, 41, 42, 40, 26, 25, 21, 22, 23, 24, 3, 1, 2, 36, 
35, 37, 38, 39, 0, 4, 15, 19, 18, 20, 17, 16, 6, 7, 12, 13, 14, 33, 34, 29, 28, 27, 5, 11, 10, 8, 9, 31, 32, 30, 41, 42, 40, 26, 25, 21, 22, 23, 24, 3, 1, 2, 36, 
35, 37, 38, 39, 0, 4, 15, 19, 18, 20, 17, 16, 6, 7, 12, 13, 14, 33, 34, 29, 28, 27, 5, 11, 10, 8, 9, 31, 32, 30, 41, 42, 40, 26, 25, 21, 22, 23, 24, 3, 1, 2, 36, 
35, 37, 38, 39, 0, 4, 15, 19, 18, 20, 17, 16, 6, 7, 12, 13, 14, 33, 34, 29, 28, 27, 5, 11, 10, 8, 9, 31, 32, 30, 41, 42, 40, 26, 25, 21, 22, 23, 24, 3, 1, 2, 36, 
35, 37, 38, 39, 0, 4, 15, 19, 18, 20, 17, 16, 6, 7, 12, 13, 14, 33, 34, 29, 28, 27, 5, 11, 10, 8, 9, 31, 32, 30, 41, 42, 40, 26, 25, 21, 22, 23, 24, 3, 1, 2, 36, 
